CHROMOSOME	LENGTH	ALIGNED_READS	SAMPLE_NAME
GL000191.1	106433	303	BC15-T2
GL000227.1	128374	1454	BC15-T2
GL000228.1	129120	142	BC15-T2
GL000214.1	137718	35	BC15-T2
GL000221.1	155397	109	BC15-T2
GL000209.1	159169	2	BC15-T2
GL000218.1	161147	18	BC15-T2
GL000220.1	161802	28	BC15-T2
GL000213.1	164239	18	BC15-T2
GL000211.1	166566	8	BC15-T2
GL000199.1	169874	33	BC15-T2
GL000217.1	172149	47	BC15-T2
GL000216.1	172294	166	BC15-T2
GL000215.1	172545	20	BC15-T2
GL000205.1	174588	4	BC15-T2
GL000219.1	179198	16	BC15-T2
GL000224.1	179693	21	BC15-T2
GL000223.1	180455	52	BC15-T2
GL000195.1	182896	0	BC15-T2
GL000212.1	186858	8409	BC15-T2
GL000222.1	186861	66	BC15-T2
GL000200.1	187035	29	BC15-T2
GL000193.1	189789	8	BC15-T2
GL000194.1	191469	32	BC15-T2
GL000225.1	211173	14	BC15-T2
GL000192.1	547496	73	BC15-T2
1	249250621	2975198	BC17-T
2	243199373	1849250	BC17-T
3	198022430	1669418	BC17-T
4	191154276	922433	BC17-T
5	180915260	1229689	BC17-T
6	171115067	1743535	BC17-T
7	159138663	1374350	BC17-T
8	146364022	597541	BC17-T
9	141213431	1084624	BC17-T
10	135534747	991213	BC17-T
11	135006516	1108001	BC17-T
12	133851895	1781589	BC17-T
13	115169878	724327	BC17-T
14	107349540	457337	BC17-T
15	102531392	829381	BC17-T
16	90354753	1986445	BC17-T
17	81195210	1969840	BC17-T
18	78077248	334686	BC17-T
19	59128983	2102725	BC17-T
20	63025520	691330	BC17-T
21	48129895	390223	BC17-T
22	51304566	415684	BC17-T
X	155270560	1690320	BC17-T
Y	59373566	34967	BC17-T
MT	16569	71	BC17-T
GL000207.1	4262	0	BC17-T
GL000226.1	15008	21	BC17-T
GL000229.1	19913	22	BC17-T
GL000231.1	27386	16	BC17-T
GL000210.1	27682	13	BC17-T
GL000239.1	33824	37	BC17-T
GL000235.1	34474	10	BC17-T
GL000201.1	36148	13	BC17-T
GL000247.1	36422	58	BC17-T
GL000245.1	36651	88	BC17-T
GL000197.1	37175	5	BC17-T
GL000203.1	37498	5	BC17-T
GL000246.1	38154	12	BC17-T
GL000249.1	38502	5	BC17-T
GL000196.1	38914	19	BC17-T
GL000248.1	39786	20	BC17-T
GL000244.1	39929	57	BC17-T
GL000238.1	39939	13	BC17-T
GL000202.1	40103	18	BC17-T
GL000234.1	40531	10	BC17-T
GL000232.1	40652	11	BC17-T
GL000206.1	41001	25	BC17-T
GL000240.1	41933	37	BC17-T
GL000236.1	41934	1434	BC17-T
GL000241.1	42152	13	BC17-T
GL000243.1	43341	170	BC17-T
GL000242.1	43523	23	BC17-T
GL000230.1	43691	2	BC17-T
GL000237.1	45867	45	BC17-T
GL000233.1	45941	3	BC17-T
GL000204.1	81310	19	BC17-T
GL000198.1	90085	13	BC17-T
GL000208.1	92689	78	BC17-T
GL000191.1	106433	314	BC17-T
GL000227.1	128374	1189	BC17-T
GL000228.1	129120	1810	BC17-T
GL000214.1	137718	185	BC17-T
GL000221.1	155397	444	BC17-T
GL000209.1	159169	40	BC17-T
GL000218.1	161147	93	BC17-T
GL000220.1	161802	468	BC17-T
GL000213.1	164239	52	BC17-T
GL000211.1	166566	42	BC17-T
GL000199.1	169874	148	BC17-T
GL000217.1	172149	279	BC17-T
GL000216.1	172294	665	BC17-T
GL000215.1	172545	41	BC17-T
GL000205.1	174588	14	BC17-T
GL000219.1	179198	47	BC17-T
GL000224.1	179693	172	BC17-T
GL000223.1	180455	72	BC17-T
GL000195.1	182896	0	BC17-T
GL000212.1	186858	5370	BC17-T
GL000222.1	186861	837	BC17-T
GL000200.1	187035	84	BC17-T
GL000193.1	189789	47	BC17-T
GL000194.1	191469	147	BC17-T
GL000225.1	211173	272	BC17-T
GL000192.1	547496	210	BC17-T
1	249250621	575526	BC12-T
2	243199373	395790	BC12-T
3	198022430	400363	BC12-T
4	191154276	168522	BC12-T
5	180915260	285371	BC12-T
6	171115067	381727	BC12-T
7	159138663	277391	BC12-T
8	146364022	110151	BC12-T
9	141213431	194280	BC12-T
10	135534747	185401	BC12-T
11	135006516	210558	BC12-T
12	133851895	397638	BC12-T
13	115169878	168898	BC12-T
14	107349540	85254	BC12-T
15	102531392	178577	BC12-T
16	90354753	414798	BC12-T
17	81195210	833249	BC12-T
18	78077248	90144	BC12-T
19	59128983	360037	BC12-T
20	63025520	145925	BC12-T
21	48129895	77263	BC12-T
22	51304566	92343	BC12-T
X	155270560	377035	BC12-T
Y	59373566	2019	BC12-T
MT	16569	10	BC12-T
GL000207.1	4262	0	BC12-T
GL000226.1	15008	1	BC12-T
GL000229.1	19913	2	BC12-T
GL000231.1	27386	0	BC12-T
GL000210.1	27682	1	BC12-T
GL000239.1	33824	5	BC12-T
GL000235.1	34474	1	BC12-T
GL000201.1	36148	0	BC12-T
GL000247.1	36422	4	BC12-T
GL000245.1	36651	3	BC12-T
GL000197.1	37175	8	BC12-T
GL000203.1	37498	1	BC12-T
GL000246.1	38154	0	BC12-T
GL000249.1	38502	4	BC12-T
GL000196.1	38914	2	BC12-T
GL000248.1	39786	2	BC12-T
GL000244.1	39929	0	BC12-T
GL000238.1	39939	0	BC12-T
GL000202.1	40103	4	BC12-T
GL000234.1	40531	0	BC12-T
GL000232.1	40652	0	BC12-T
GL000206.1	41001	2	BC12-T
GL000240.1	41933	5	BC12-T
GL000236.1	41934	287	BC12-T
GL000241.1	42152	2	BC12-T
GL000243.1	43341	10	BC12-T
GL000242.1	43523	0	BC12-T
GL000230.1	43691	0	BC12-T
GL000237.1	45867	0	BC12-T
GL000233.1	45941	1	BC12-T
GL000204.1	81310	4	BC12-T
GL000198.1	90085	0	BC12-T
GL000208.1	92689	3	BC12-T
GL000191.1	106433	38	BC12-T
GL000227.1	128374	156	BC12-T
GL000228.1	129120	49	BC12-T
GL000214.1	137718	13	BC12-T
GL000221.1	155397	19	BC12-T
GL000209.1	159169	0	BC12-T
GL000218.1	161147	4	BC12-T
GL000220.1	161802	2	BC12-T
GL000213.1	164239	3	BC12-T
GL000211.1	166566	2	BC12-T
GL000199.1	169874	13	BC12-T
GL000217.1	172149	30	BC12-T
GL000216.1	172294	43	BC12-T
GL000215.1	172545	5	BC12-T
GL000205.1	174588	2	BC12-T
GL000219.1	179198	9	BC12-T
GL000224.1	179693	3	BC12-T
GL000223.1	180455	5	BC12-T
GL000195.1	182896	0	BC12-T
GL000212.1	186858	1033	BC12-T
GL000222.1	186861	11	BC12-T
GL000200.1	187035	5	BC12-T
GL000193.1	189789	1	BC12-T
GL000194.1	191469	15	BC12-T
GL000225.1	211173	43	BC12-T
GL000192.1	547496	21	BC12-T
1	249250621	3206449	BC07-T2
2	243199373	2991261	BC07-T2
3	198022430	2407195	BC07-T2
4	191154276	2196686	BC07-T2
5	180915260	2060702	BC07-T2
6	171115067	2351970	BC07-T2
7	159138663	2194662	BC07-T2
8	146364022	1867247	BC07-T2
9	141213431	1524869	BC07-T2
10	135534747	1756633	BC07-T2
11	135006516	1550785	BC07-T2
12	133851895	1968156	BC07-T2
13	115169878	1025081	BC07-T2
14	107349540	916852	BC07-T2
15	102531392	1041714	BC07-T2
16	90354753	1332959	BC07-T2
17	81195210	1576792	BC07-T2
18	78077248	772454	BC07-T2
19	59128983	1306856	BC07-T2
20	63025520	740110	BC07-T2
21	48129895	500175	BC07-T2
22	51304566	473308	BC07-T2
X	155270560	1934684	BC07-T2
Y	59373566	6517	BC07-T2
MT	16569	103212	BC07-T2
GL000207.1	4262	2	BC07-T2
GL000226.1	15008	67	BC07-T2
GL000229.1	19913	14	BC07-T2
GL000231.1	27386	10	BC07-T2
GL000210.1	27682	43	BC07-T2
GL000239.1	33824	111	BC07-T2
GL000235.1	34474	15	BC07-T2
GL000201.1	36148	29	BC07-T2
GL000247.1	36422	155	BC07-T2
GL000245.1	36651	326	BC07-T2
GL000197.1	37175	33	BC07-T2
GL000203.1	37498	75	BC07-T2
GL000246.1	38154	52	BC07-T2
GL000249.1	38502	74	BC07-T2
GL000196.1	38914	110	BC07-T2
GL000248.1	39786	76	BC07-T2
GL000244.1	39929	129	BC07-T2
GL000238.1	39939	48	BC07-T2
GL000202.1	40103	45	BC07-T2
GL000234.1	40531	10	BC07-T2
GL000232.1	40652	16	BC07-T2
GL000206.1	41001	69	BC07-T2
GL000240.1	41933	85	BC07-T2
GL000236.1	41934	1541	BC07-T2
GL000241.1	42152	52	BC07-T2
GL000243.1	43341	365	BC07-T2
GL000242.1	43523	77	BC07-T2
GL000230.1	43691	0	BC07-T2
GL000237.1	45867	78	BC07-T2
GL000233.1	45941	12	BC07-T2
GL000204.1	81310	32	BC07-T2
GL000198.1	90085	40	BC07-T2
GL000208.1	92689	496	BC07-T2
GL000191.1	106433	356	BC07-T2
GL000227.1	128374	1011	BC07-T2
GL000228.1	129120	1508	BC07-T2
GL000214.1	137718	301	BC07-T2
GL000221.1	155397	1469	BC07-T2
GL000209.1	159169	107	BC07-T2
GL000218.1	161147	252	BC07-T2
GL000220.1	161802	184	BC07-T2
GL000213.1	164239	188	BC07-T2
GL000211.1	166566	126	BC07-T2
GL000199.1	169874	697	BC07-T2
GL000217.1	172149	771	BC07-T2
GL000216.1	172294	1513	BC07-T2
GL000215.1	172545	199	BC07-T2
GL000205.1	174588	31	BC07-T2
GL000219.1	179198	107	BC07-T2
GL000224.1	179693	170	BC07-T2
GL000223.1	180455	343	BC07-T2
GL000195.1	182896	5	BC07-T2
GL000212.1	186858	3946	BC07-T2
GL000222.1	186861	856	BC07-T2
GL000200.1	187035	357	BC07-T2
GL000193.1	189789	190	BC07-T2
GL000194.1	191469	468	BC07-T2
GL000225.1	211173	225	BC07-T2
GL000192.1	547496	1042	BC07-T2
1	249250621	2561607	BC08-P1
2	243199373	1731979	BC08-P1
3	198022430	1479708	BC08-P1
4	191154276	871529	BC08-P1
5	180915260	1276937	BC08-P1
6	171115067	1526628	BC08-P1
7	159138663	1552402	BC08-P1
8	146364022	760040	BC08-P1
9	141213431	1210781	BC08-P1
10	135534747	833459	BC08-P1
11	135006516	1101196	BC08-P1
12	133851895	1643171	BC08-P1
13	115169878	604153	BC08-P1
14	107349540	399644	BC08-P1
15	102531392	781078	BC08-P1
16	90354753	1533870	BC08-P1
17	81195210	1592715	BC08-P1
18	78077248	219235	BC08-P1
19	59128983	2403575	BC08-P1
20	63025520	665867	BC08-P1
21	48129895	466916	BC08-P1
22	51304566	520608	BC08-P1
X	155270560	1253936	BC08-P1
Y	59373566	452	BC08-P1
MT	16569	49	BC08-P1
GL000207.1	4262	0	BC08-P1
GL000226.1	15008	1	BC08-P1
GL000229.1	19913	0	BC08-P1
GL000231.1	27386	2	BC08-P1
GL000210.1	27682	6	BC08-P1
GL000239.1	33824	3	BC08-P1
GL000235.1	34474	2	BC08-P1
GL000201.1	36148	10	BC08-P1
GL000247.1	36422	12	BC08-P1
GL000245.1	36651	14	BC08-P1
GL000197.1	37175	26	BC08-P1
GL000203.1	37498	3	BC08-P1
GL000246.1	38154	3	BC08-P1
GL000249.1	38502	2	BC08-P1
GL000196.1	38914	5	BC08-P1
GL000248.1	39786	0	BC08-P1
GL000244.1	39929	12	BC08-P1
GL000238.1	39939	2	BC08-P1
GL000202.1	40103	0	BC08-P1
GL000234.1	40531	0	BC08-P1
GL000232.1	40652	0	BC08-P1
GL000206.1	41001	12	BC08-P1
GL000240.1	41933	5	BC08-P1
GL000236.1	41934	3790	BC08-P1
GL000241.1	42152	0	BC08-P1
GL000243.1	43341	40	BC08-P1
GL000242.1	43523	7	BC08-P1
GL000230.1	43691	1	BC08-P1
GL000237.1	45867	5	BC08-P1
GL000233.1	45941	0	BC08-P1
GL000204.1	81310	28	BC08-P1
GL000198.1	90085	0	BC08-P1
GL000208.1	92689	22	BC08-P1
GL000191.1	106433	210	BC08-P1
GL000227.1	128374	2990	BC08-P1
GL000228.1	129120	170	BC08-P1
GL000214.1	137718	39	BC08-P1
GL000221.1	155397	86	BC08-P1
GL000209.1	159169	12	BC08-P1
GL000218.1	161147	16	BC08-P1
GL000220.1	161802	23	BC08-P1
GL000213.1	164239	13	BC08-P1
GL000211.1	166566	5	BC08-P1
GL000199.1	169874	14	BC08-P1
GL000217.1	172149	31	BC08-P1
GL000216.1	172294	68	BC08-P1
GL000215.1	172545	12	BC08-P1
GL000205.1	174588	0	BC08-P1
GL000219.1	179198	6	BC08-P1
GL000224.1	179693	11	BC08-P1
GL000223.1	180455	28	BC08-P1
GL000195.1	182896	0	BC08-P1
GL000212.1	186858	7935	BC08-P1
GL000222.1	186861	69	BC08-P1
GL000200.1	187035	14	BC08-P1
GL000193.1	189789	10	BC08-P1
GL000194.1	191469	26	BC08-P1
GL000225.1	211173	10	BC08-P1
GL000192.1	547496	59	BC08-P1
1	249250621	5986655	BC01-P1
2	243199373	4172583	BC01-P1
3	198022430	3472836	BC01-P1
4	191154276	2068481	BC01-P1
5	180915260	3057651	BC01-P1
6	171115067	3694946	BC01-P1
7	159138663	3679822	BC01-P1
8	146364022	1837134	BC01-P1
9	141213431	2907355	BC01-P1
10	135534747	2023955	BC01-P1
11	135006516	2649754	BC01-P1
12	133851895	3902830	BC01-P1
13	115169878	1423560	BC01-P1
14	107349540	962311	BC01-P1
15	102531392	1795186	BC01-P1
16	90354753	3710958	BC01-P1
17	81195210	3763304	BC01-P1
18	78077248	523579	BC01-P1
19	59128983	5801437	BC01-P1
20	63025520	1585254	BC01-P1
21	48129895	1108547	BC01-P1
22	51304566	1210111	BC01-P1
X	155270560	3011157	BC01-P1
Y	59373566	1328	BC01-P1
MT	16569	63	BC01-P1
GL000207.1	4262	0	BC01-P1
GL000226.1	15008	17	BC01-P1
GL000229.1	19913	12	BC01-P1
GL000231.1	27386	5	BC01-P1
GL000210.1	27682	12	BC01-P1
GL000239.1	33824	5	BC01-P1
GL000235.1	34474	1	BC01-P1
GL000201.1	36148	12	BC01-P1
GL000247.1	36422	33	BC01-P1
GL000245.1	36651	60	BC01-P1
GL000197.1	37175	52	BC01-P1
GL000203.1	37498	7	BC01-P1
GL000246.1	38154	18	BC01-P1
GL000249.1	38502	16	BC01-P1
GL000196.1	38914	20	BC01-P1
GL000248.1	39786	4	BC01-P1
GL000244.1	39929	22	BC01-P1
GL000238.1	39939	15	BC01-P1
GL000202.1	40103	10	BC01-P1
GL000234.1	40531	2	BC01-P1
GL000232.1	40652	1	BC01-P1
GL000206.1	41001	28	BC01-P1
GL000240.1	41933	33	BC01-P1
GL000236.1	41934	7925	BC01-P1
GL000241.1	42152	11	BC01-P1
GL000243.1	43341	122	BC01-P1
GL000242.1	43523	33	BC01-P1
GL000230.1	43691	0	BC01-P1
GL000237.1	45867	16	BC01-P1
GL000233.1	45941	3	BC01-P1
GL000204.1	81310	67	BC01-P1
GL000198.1	90085	6	BC01-P1
GL000208.1	92689	81	BC01-P1
GL000191.1	106433	590	BC01-P1
GL000227.1	128374	7267	BC01-P1
GL000228.1	129120	373	BC01-P1
GL000214.1	137718	106	BC01-P1
GL000221.1	155397	230	BC01-P1
GL000209.1	159169	17	BC01-P1
GL000218.1	161147	46	BC01-P1
GL000220.1	161802	30	BC01-P1
GL000213.1	164239	24	BC01-P1
GL000211.1	166566	16	BC01-P1
GL000199.1	169874	57	BC01-P1
GL000217.1	172149	118	BC01-P1
GL000216.1	172294	255	BC01-P1
GL000215.1	172545	33	BC01-P1
GL000205.1	174588	3	BC01-P1
GL000219.1	179198	18	BC01-P1
GL000224.1	179693	46	BC01-P1
GL000223.1	180455	129	BC01-P1
GL000195.1	182896	0	BC01-P1
GL000212.1	186858	17123	BC01-P1
GL000222.1	186861	177	BC01-P1
GL000200.1	187035	23	BC01-P1
GL000193.1	189789	27	BC01-P1
GL000194.1	191469	66	BC01-P1
GL000225.1	211173	37	BC01-P1
GL000192.1	547496	162	BC01-P1
1	249250621	1872702	BC01-T2
2	243199373	1439203	BC01-T2
3	198022430	1314624	BC01-T2
4	191154276	637063	BC01-T2
5	180915260	964253	BC01-T2
6	171115067	1534045	BC01-T2
7	159138663	1380470	BC01-T2
8	146364022	627167	BC01-T2
9	141213431	803579	BC01-T2
10	135534747	643269	BC01-T2
11	135006516	880403	BC01-T2
12	133851895	1637483	BC01-T2
13	115169878	542615	BC01-T2
14	107349540	314516	BC01-T2
15	102531392	564996	BC01-T2
16	90354753	982805	BC01-T2
17	81195210	1200736	BC01-T2
18	78077248	205020	BC01-T2
19	59128983	1569098	BC01-T2
20	63025520	435827	BC01-T2
21	48129895	353954	BC01-T2
22	51304566	421532	BC01-T2
X	155270560	888153	BC01-T2
Y	59373566	737	BC01-T2
MT	16569	5629	BC01-T2
GL000207.1	4262	0	BC01-T2
GL000226.1	15008	11	BC01-T2
GL000229.1	19913	4	BC01-T2
GL000231.1	27386	0	BC01-T2
GL000210.1	27682	0	BC01-T2
GL000239.1	33824	2	BC01-T2
GL000235.1	34474	1	BC01-T2
GL000201.1	36148	2	BC01-T2
GL000247.1	36422	8	BC01-T2
GL000245.1	36651	22	BC01-T2
GL000197.1	37175	8	BC01-T2
GL000203.1	37498	1	BC01-T2
GL000246.1	38154	0	BC01-T2
GL000249.1	38502	4	BC01-T2
GL000196.1	38914	6	BC01-T2
GL000248.1	39786	5	BC01-T2
GL000244.1	39929	8	BC01-T2
GL000238.1	39939	2	BC01-T2
GL000202.1	40103	2	BC01-T2
GL000234.1	40531	0	BC01-T2
GL000232.1	40652	2	BC01-T2
GL000206.1	41001	6	BC01-T2
GL000240.1	41933	2	BC01-T2
GL000236.1	41934	2356	BC01-T2
GL000241.1	42152	0	BC01-T2
GL000243.1	43341	31	BC01-T2
GL000242.1	43523	15	BC01-T2
GL000230.1	43691	0	BC01-T2
GL000237.1	45867	2	BC01-T2
GL000233.1	45941	0	BC01-T2
GL000204.1	81310	7	BC01-T2
GL000198.1	90085	8	BC01-T2
GL000208.1	92689	45	BC01-T2
GL000191.1	106433	274	BC01-T2
GL000227.1	128374	951	BC01-T2
GL000228.1	129120	111	BC01-T2
GL000214.1	137718	33	BC01-T2
GL000221.1	155397	104	BC01-T2
GL000209.1	159169	2	BC01-T2
GL000218.1	161147	12	BC01-T2
GL000220.1	161802	17	BC01-T2
GL000213.1	164239	14	BC01-T2
GL000211.1	166566	8	BC01-T2
GL000199.1	169874	63	BC01-T2
GL000217.1	172149	41	BC01-T2
GL000216.1	172294	134	BC01-T2
GL000215.1	172545	11	BC01-T2
GL000205.1	174588	0	BC01-T2
GL000219.1	179198	10	BC01-T2
GL000224.1	179693	3	BC01-T2
GL000223.1	180455	52	BC01-T2
GL000195.1	182896	0	BC01-T2
GL000212.1	186858	7238	BC01-T2
GL000222.1	186861	50	BC01-T2
GL000200.1	187035	17	BC01-T2
GL000193.1	189789	8	BC01-T2
GL000194.1	191469	37	BC01-T2
GL000225.1	211173	8	BC01-T2
GL000192.1	547496	53	BC01-T2
1	249250621	3437026	BC05-P1
2	243199373	2328024	BC05-P1
3	198022430	1999998	BC05-P1
4	191154276	1146680	BC05-P1
5	180915260	1712417	BC05-P1
6	171115067	2067143	BC05-P1
7	159138663	2045160	BC05-P1
8	146364022	1055089	BC05-P1
9	141213431	1652731	BC05-P1
10	135534747	1105278	BC05-P1
11	135006516	1528617	BC05-P1
12	133851895	2197861	BC05-P1
13	115169878	820852	BC05-P1
14	107349540	552439	BC05-P1
15	102531392	1073246	BC05-P1
16	90354753	2050111	BC05-P1
17	81195210	2154143	BC05-P1
18	78077248	316560	BC05-P1
19	59128983	3343449	BC05-P1
20	63025520	903077	BC05-P1
21	48129895	594618	BC05-P1
22	51304566	691344	BC05-P1
X	155270560	1677978	BC05-P1
Y	59373566	618	BC05-P1
MT	16569	203	BC05-P1
GL000207.1	4262	0	BC05-P1
GL000226.1	15008	7	BC05-P1
GL000229.1	19913	3	BC05-P1
GL000231.1	27386	6	BC05-P1
GL000210.1	27682	10	BC05-P1
GL000239.1	33824	7	BC05-P1
GL000235.1	34474	0	BC05-P1
GL000201.1	36148	44	BC05-P1
GL000247.1	36422	12	BC05-P1
GL000245.1	36651	28	BC05-P1
GL000197.1	37175	34	BC05-P1
GL000203.1	37498	2	BC05-P1
GL000246.1	38154	6	BC05-P1
GL000249.1	38502	8	BC05-P1
GL000196.1	38914	8	BC05-P1
GL000248.1	39786	12	BC05-P1
GL000244.1	39929	17	BC05-P1
GL000238.1	39939	4	BC05-P1
GL000202.1	40103	6	BC05-P1
GL000234.1	40531	0	BC05-P1
GL000232.1	40652	2	BC05-P1
GL000206.1	41001	30	BC05-P1
GL000240.1	41933	8	BC05-P1
GL000236.1	41934	4558	BC05-P1
GL000241.1	42152	4	BC05-P1
GL000243.1	43341	70	BC05-P1
GL000242.1	43523	24	BC05-P1
GL000230.1	43691	0	BC05-P1
GL000237.1	45867	14	BC05-P1
GL000233.1	45941	2	BC05-P1
GL000204.1	81310	143	BC05-P1
GL000198.1	90085	2	BC05-P1
GL000208.1	92689	26	BC05-P1
GL000191.1	106433	358	BC05-P1
GL000227.1	128374	2648	BC05-P1
GL000228.1	129120	176	BC05-P1
GL000214.1	137718	44	BC05-P1
GL000221.1	155397	109	BC05-P1
GL000209.1	159169	14	BC05-P1
GL000218.1	161147	22	BC05-P1
GL000220.1	161802	21	BC05-P1
GL000213.1	164239	20	BC05-P1
GL000211.1	166566	10	BC05-P1
GL000199.1	169874	39	BC05-P1
GL000217.1	172149	50	BC05-P1
GL000216.1	172294	84	BC05-P1
GL000215.1	172545	25	BC05-P1
GL000205.1	174588	3	BC05-P1
GL000219.1	179198	10	BC05-P1
GL000224.1	179693	33	BC05-P1
GL000223.1	180455	75	BC05-P1
GL000195.1	182896	0	BC05-P1
GL000212.1	186858	9032	BC05-P1
GL000222.1	186861	154	BC05-P1
GL000200.1	187035	33	BC05-P1
GL000193.1	189789	21	BC05-P1
GL000194.1	191469	50	BC05-P1
GL000225.1	211173	22	BC05-P1
GL000192.1	547496	141	BC05-P1
1	249250621	4111657	BC17-P1
2	243199373	2805415	BC17-P1
3	198022430	2358705	BC17-P1
4	191154276	1409716	BC17-P1
5	180915260	2049594	BC17-P1
6	171115067	2494080	BC17-P1
7	159138663	2509832	BC17-P1
8	146364022	1254996	BC17-P1
9	141213431	1950165	BC17-P1
10	135534747	1347392	BC17-P1
11	135006516	1805367	BC17-P1
12	133851895	2624230	BC17-P1
13	115169878	1007650	BC17-P1
14	107349540	651302	BC17-P1
15	102531392	1308576	BC17-P1
16	90354753	2469865	BC17-P1
17	81195210	2571613	BC17-P1
18	78077248	393330	BC17-P1
19	59128983	3754085	BC17-P1
20	63025520	1067328	BC17-P1
21	48129895	728872	BC17-P1
22	51304566	853574	BC17-P1
X	155270560	2013705	BC17-P1
Y	59373566	1160	BC17-P1
MT	16569	72	BC17-P1
GL000207.1	4262	0	BC17-P1
GL000226.1	15008	5	BC17-P1
GL000229.1	19913	4	BC17-P1
GL000231.1	27386	1	BC17-P1
GL000210.1	27682	10	BC17-P1
GL000239.1	33824	16	BC17-P1
GL000235.1	34474	6	BC17-P1
GL000201.1	36148	38	BC17-P1
GL000247.1	36422	22	BC17-P1
GL000245.1	36651	54	BC17-P1
GL000197.1	37175	47	BC17-P1
GL000203.1	37498	4	BC17-P1
GL000246.1	38154	7	BC17-P1
GL000249.1	38502	18	BC17-P1
GL000196.1	38914	7	BC17-P1
GL000248.1	39786	12	BC17-P1
GL000244.1	39929	24	BC17-P1
GL000238.1	39939	9	BC17-P1
GL000202.1	40103	14	BC17-P1
GL000234.1	40531	0	BC17-P1
GL000232.1	40652	4	BC17-P1
GL000206.1	41001	27	BC17-P1
GL000240.1	41933	15	BC17-P1
GL000236.1	41934	5278	BC17-P1
GL000241.1	42152	16	BC17-P1
GL000243.1	43341	59	BC17-P1
GL000242.1	43523	13	BC17-P1
GL000230.1	43691	0	BC17-P1
GL000237.1	45867	7	BC17-P1
GL000233.1	45941	1	BC17-P1
GL000204.1	81310	130	BC17-P1
GL000198.1	90085	1	BC17-P1
GL000208.1	92689	40	BC17-P1
GL000191.1	106433	353	BC17-P1
GL000227.1	128374	4034	BC17-P1
GL000228.1	129120	263	BC17-P1
GL000214.1	137718	76	BC17-P1
GL000221.1	155397	168	BC17-P1
GL000209.1	159169	32	BC17-P1
GL000218.1	161147	38	BC17-P1
GL000220.1	161802	45	BC17-P1
GL000213.1	164239	27	BC17-P1
GL000211.1	166566	19	BC17-P1
GL000199.1	169874	56	BC17-P1
GL000217.1	172149	89	BC17-P1
GL000216.1	172294	235	BC17-P1
GL000215.1	172545	19	BC17-P1
GL000205.1	174588	3	BC17-P1
GL000219.1	179198	25	BC17-P1
GL000224.1	179693	22	BC17-P1
GL000223.1	180455	80	BC17-P1
GL000195.1	182896	0	BC17-P1
GL000212.1	186858	11605	BC17-P1
GL000222.1	186861	249	BC17-P1
GL000200.1	187035	66	BC17-P1
GL000193.1	189789	18	BC17-P1
GL000194.1	191469	70	BC17-P1
GL000225.1	211173	37	BC17-P1
GL000192.1	547496	122	BC17-P1
1	249250621	1348900	BC13-P1
2	243199373	980921	BC13-P1
3	198022430	852500	BC13-P1
4	191154276	498644	BC13-P1
5	180915260	713519	BC13-P1
6	171115067	897802	BC13-P1
7	159138663	891905	BC13-P1
8	146364022	445525	BC13-P1
9	141213431	688499	BC13-P1
10	135534747	475651	BC13-P1
11	135006516	630435	BC13-P1
12	133851895	925398	BC13-P1
13	115169878	342407	BC13-P1
14	107349540	226935	BC13-P1
15	102531392	480767	BC13-P1
16	90354753	879280	BC13-P1
17	81195210	884091	BC13-P1
18	78077248	132094	BC13-P1
19	59128983	1361289	BC13-P1
20	63025520	379753	BC13-P1
21	48129895	264347	BC13-P1
22	51304566	291545	BC13-P1
X	155270560	719129	BC13-P1
Y	59373566	360	BC13-P1
MT	16569	11	BC13-P1
GL000207.1	4262	0	BC13-P1
GL000226.1	15008	2	BC13-P1
GL000229.1	19913	0	BC13-P1
GL000231.1	27386	0	BC13-P1
GL000210.1	27682	6	BC13-P1
GL000239.1	33824	6	BC13-P1
GL000235.1	34474	2	BC13-P1
GL000201.1	36148	4	BC13-P1
GL000247.1	36422	20	BC13-P1
GL000245.1	36651	18	BC13-P1
GL000197.1	37175	21	BC13-P1
GL000203.1	37498	6	BC13-P1
GL000246.1	38154	1	BC13-P1
GL000249.1	38502	4	BC13-P1
GL000196.1	38914	3	BC13-P1
GL000248.1	39786	0	BC13-P1
GL000244.1	39929	10	BC13-P1
GL000238.1	39939	2	BC13-P1
GL000202.1	40103	4	BC13-P1
GL000234.1	40531	0	BC13-P1
GL000232.1	40652	4	BC13-P1
GL000206.1	41001	2	BC13-P1
GL000240.1	41933	2	BC13-P1
GL000236.1	41934	2672	BC13-P1
GL000241.1	42152	4	BC13-P1
GL000243.1	43341	37	BC13-P1
GL000242.1	43523	2	BC13-P1
GL000230.1	43691	0	BC13-P1
GL000237.1	45867	8	BC13-P1
GL000233.1	45941	0	BC13-P1
GL000204.1	81310	12	BC13-P1
GL000198.1	90085	1	BC13-P1
GL000208.1	92689	14	BC13-P1
GL000191.1	106433	157	BC13-P1
GL000227.1	128374	1533	BC13-P1
GL000228.1	129120	147	BC13-P1
GL000214.1	137718	26	BC13-P1
GL000221.1	155397	81	BC13-P1
GL000209.1	159169	8	BC13-P1
GL000218.1	161147	23	BC13-P1
GL000220.1	161802	14	BC13-P1
GL000213.1	164239	10	BC13-P1
GL000211.1	166566	12	BC13-P1
GL000199.1	169874	5	BC13-P1
GL000217.1	172149	28	BC13-P1
GL000216.1	172294	54	BC13-P1
GL000215.1	172545	12	BC13-P1
GL000205.1	174588	0	BC13-P1
GL000219.1	179198	4	BC13-P1
