Chromosome	Start_Position	End_Position	Log2_Ratio	BAF	qt	q2	tumor_id	normal_id
5	218503	56189494	0.04300204257442575	0.4466608655761612	2	1	BC16-T	BC16-N
5	57750504	162712737	-0.5257384882282101	2.6479118051905863	1	1	BC16-T	BC16-N
5	170814932	180058720	0.4292523186548757	0.31215189922959063	3	NA	BC16-T	BC16-N
6	393362	170798930	0.04172620582289033	2.422613126020936	2	1	BC16-T	BC16-N
7	1672540	158450965	0.04167183282241538	2.1895332979902418	2	1	BC16-T	BC16-N
8	565219	145743174	0.1621229976206091	2.326158081123058	1	1	BC16-T	BC16-N
9	421995	139566699	-0.06860916638327363	2.252500247328086	2	1	BC16-T	BC16-N
10	1510047	134199067	0.11928629388866091	0.5555236518787416	2	1	BC16-T	BC16-N
11	532698	133495556	-0.26379452918015434	1.7700714422317865	2	1	BC16-T	BC16-N
12	394650	133263825	-0.1679435400008804	5.453308079601732	2	1	BC16-T	BC16-N
13	21004738	111119052	-0.06541239823224643	3.2777694227495675	2	1	BC16-T	BC16-N
14	20347564	105906096	0.044058821982951635	3.6005585832965283	2	1	BC16-T	BC16-N
15	26216409	99861618	0.01146446601498341	0.7670228384377885	2	1	BC16-T	BC16-N
16	115043	89883007	-0.12684920722262305	4.6432500900941625	2	1	BC16-T	BC16-N
17	114669	30293172	0.3085054964496179	0.5523757800871606	3	NA	BC16-T	BC16-N
17	30302581	41276027	-0.21576765908767215	4.151133439916724	2	NA	BC16-T	BC16-N
17	45356561	80783009	0.3273528409304034	5.020432708011269	3	3	BC16-T	BC16-N
18	724612	74387299	0.027763754020046147	0.6267528351542174	2	1	BC16-T	BC16-N
19	1207176	58288169	-0.016552272632476855	3.961610691754906	2	1	BC16-T	BC16-N
20	345864	60426113	0.10834643483996709	3.284169664789869	2	NA	BC16-T	BC16-N
21	17798960	45658340	-0.34719238081374026	3.040741672102201	2	1	BC16-T	BC16-N
22	19053422	49370864	0.3220516744522328	8.663799486906289	3	NA	BC16-T	BC16-N
23	3085464	149924738	-0.8351076449546804	1.4385074332313905	1	1	BC16-T	BC16-N
1	2488153	245977985	0.05224992883428961	4.216589721854093	2	1	BC17-P1	BC17-N
2	4717089	242800905	0.015156334214963457	1.564715368984806	2	1	BC17-P1	BC17-N
3	1449872	194238390	-0.05640597699496405	0.4207812569151106	2	1	BC17-P1	BC17-N
4	1402650	190262485	-0.08065282246610259	2.2458727372095963	2	1	BC17-P1	BC17-N
5	218467	180058762	0.029786283526897106	2.069934372694712	2	1	BC17-P1	BC17-N
6	393362	170798891	-0.11780289872087377	3.9485815460485125	2	1	BC17-P1	BC17-N
7	1672550	158450965	-0.022839211813605646	2.2216910160998027	2	1	BC17-P1	BC17-N
8	565219	145742879	0.34773150647008766	2.2693193793991413	2	1	BC17-P1	BC17-N
9	422013	139566746	0.11405592632103184	2.594347547199359	2	1	BC17-P1	BC17-N
10	1510047	134199109	0.0779284085530716	1.8522204821182207	2	1	BC17-P1	BC17-N
11	532701	133495520	0.055524769766256865	1.8171798731536437	2	1	BC17-P1	BC17-N
12	394782	133263825	0.016415908118247072	2.1443498738052478	2	1	BC17-P1	BC17-N
13	21004738	111119052	-0.06426631420181309	0.3563828002185248	2	1	BC17-P1	BC17-N
14	20347564	105906073	0.05441948619248737	2.866592723711703	2	1	BC17-P1	BC17-N
15	26216409	99861641	-0.01788197666435795	2.6955410550408607	2	1	BC17-P1	BC17-N
16	115041	89883024	0.16492966367504938	0.2251103474174417	2	NA	BC17-P1	BC17-N
17	114639	80783024	0.09012649003872542	2.3544699168845566	2	1	BC17-P1	BC17-N
18	724612	74387326	0.0483735335916826	1.8292910313213375	2	1	BC17-P1	BC17-N
19	1207162	58288184	0.287111846433012	0.3976116278600935	3	2	BC17-P1	BC17-N
20	345864	60426113	0.06634213187789251	4.961149312937925	2	1	BC17-P1	BC17-N
21	17798960	45658340	0.12696197558610928	5.738349117984835	2	1	BC17-P1	BC17-N
22	19053406	49370834	0.17216476108051987	5.709144680281749	2	NA	BC17-P1	BC17-N
23	3085464	149924738	-0.5266313559349698	3.340178842574045	1	1	BC17-P1	BC17-N
1	2488153	245977985	0.007595712604232677	2.8431460089750127	2	1	BC17-T	BC17-N
2	4717089	242800905	-0.08252376044120494	1.1668172658206801	2	1	BC17-T	BC17-N
3	1449872	194238390	-0.04935662362836135	0.5983166141087982	2	1	BC17-T	BC17-N
4	1402650	190262485	-0.16457358942164646	1.2458350785268306	2	1	BC17-T	BC17-N
5	218467	180058762	-0.1286656302165592	1.8623602805185167	2	1	BC17-T	BC17-N
6	393362	170798891	-0.13055601102674114	3.832672884187357	2	1	BC17-T	BC17-N
7	1672550	158450965	-0.06236809911041946	1.8728966177196134	2	1	BC17-T	BC17-N
8	565219	145742879	-0.13922420537389174	1.6390028600969262	2	1	BC17-T	BC17-N
9	422013	139566746	-0.05062729770346618	1.8980903330072858	2	1	BC17-T	BC17-N
10	1510047	134199109	-0.12218739158690117	0.6126329450365743	2	1	BC17-T	BC17-N
11	532701	133495520	-0.02590960993586311	1.9781120541415553	2	1	BC17-T	BC17-N
12	394782	133263825	-0.061189582557821316	1.8033871019442005	2	1	BC17-T	BC17-N
13	21004738	111119052	-0.0864896723749971	0.5225949958585431	2	1	BC17-T	BC17-N
14	20347564	105906073	-0.09651678407528022	2.0980387821053665	2	1	BC17-T	BC17-N
15	26216409	99861641	-0.10556272224838958	1.5695833181650911	2	1	BC17-T	BC17-N
16	115041	89883024	0.17611223831873865	0.4585048764182296	2	NA	BC17-T	BC17-N
17	114639	80783024	0.10171085208216513	1.872372595623157	2	1	BC17-T	BC17-N
18	724612	74387326	-0.17328061817339024	0.9420193075985004	2	1	BC17-T	BC17-N
19	1207162	58288184	0.21275593697809497	0.46783004109537485	2	1	BC17-T	BC17-N
20	345864	60426113	-0.045101944692874596	4.2231565009625225	2	1	BC17-T	BC17-N
21	17798960	45658340	-0.0323158632574535	5.729482159743546	2	1	BC17-T	BC17-N
22	19053406	49370834	0.09351153033349086	4.82163142137159	2	NA	BC17-T	BC17-N
23	3085464	149924738	-0.040004858302517876	1.3185864800041174	2	1	BC17-T	BC17-N
1	2488153	43817930	0.9107923828543579	-0.023758079201372895	4	NA	BC18-P1	BC18-N
1	43818338	245978038	-0.05986656506128975	0.003933112287359846	2	1	BC18-P1	BC18-N
2	4717089	242800902	-0.11975375202631632	0.011072708075011156	2	1	BC18-P1	BC18-N
3	1449841	194238390	-0.1258574638356399	0.004049190627157202	2	1	BC18-P1	BC18-N
4	1402672	190262486	-0.1354199750238833	0.016631303688675055	2	1	BC18-P1	BC18-N
5	218502	180058708	-0.054254130946300605	-6.424347847797041e-4	2	1	BC18-P1	BC18-N
6	393212	170798892	-0.14977833666690632	-0.007674315813150222	2	1	BC18-P1	BC18-N
7	1672540	158450959	-0.13816790272027468	0.024128498683655013	2	1	BC18-P1	BC18-N
8	565232	145742879	-0.033416522661516235	-0.0026641027212948912	2	1	BC18-P1	BC18-N
9	422018	125767540	0.009576110312913472	0.0034583735988091497	2	1	BC18-P1	BC18-N
9	126974804	139566734	0.8015300382521363	-0.004137647763909135	4	NA	BC18-P1	BC18-N
10	1510070	134199067	-0.10437008050343022	0.003027544624098533	2	1	BC18-P1	BC18-N
11	532701	133495576	0.10404237472376994	-0.005104656186929406	2	1	BC18-P1	BC18-N
12	394650	133263825	-0.17404325983801994	9.651883887427399e-5	2	1	BC18-P1	BC18-N
13	21004738	111119077	-0.14447368563791008	0.007260750738280752	2	1	BC18-P1	BC18-N
14	20347539	105258987	0.17866355400273262	0.005169386085343972	2	1	BC18-P1	BC18-N
15	26216409	99861618	0.10176799999753305	-4.0780505075315994e-4	2	1	BC18-P1	BC18-N
16	115041	89883000	0.40679403902227995	-0.002143770854136557	3	NA	BC18-P1	BC18-N
17	114669	80783009	0.2812071527963087	0.005789481449372097	3	2	BC18-P1	BC18-N
18	724580	74387326	-0.04723108072114114	-0.006973267202073195	2	1	BC18-P1	BC18-N
19	1207093	58288169	0.5162127529296795	0.006928955037145985	3	2	BC18-P1	BC18-N
20	1421974	60426113	0.19623729718491323	0.01055261142411694	3	2	BC18-P1	BC18-N
21	17798960	45658303	0.11314226540678504	-0.0013286862694543529	2	1	BC18-P1	BC18-N
22	19053406	49370800	0.39837022836358793	0.0062844815441577	3	2	BC18-P1	BC18-N
23	3085464	149924738	0.11458963405482969	6.864787756585214e-4	2	1	BC18-P1	BC18-N
1	2488153	40365083	0.866173122885517	0.08877671939421898	7	NA	BC18-T2	BC18-N
1	40366648	245978038	-0.05442012165137804	0.13233801395015796	4	2	BC18-T2	BC18-N
2	4717089	61109018	-0.28182453113966077	1.323894339482705	3	2	BC18-T2	BC18-N
2	61118822	178129256	0.20900354504379764	0.3423051788362645	3	2	BC18-T2	BC18-N
2	178848487	242800902	-0.19794565753280802	1.576661739114095	2	2	BC18-T2	BC18-N
3	1449841	26806108	-0.05435704186562418	0.17752872125123037	3	NA	BC18-T2	BC18-N
3	28650238	89528644	-0.7511666887388935	0.34297836561907985	1	1	BC18-T2	BC18-N
3	94429172	194238390	-0.23371329099092197	0.10482732118779978	2	2	BC18-T2	BC18-N
4	1402672	190262486	-0.596706663919071	0.7603594226847293	2	1	BC18-T2	BC18-N
5	218502	180058708	0.007587209453698951	0.14383669299927906	3	2	BC18-T2	BC18-N
6	393212	170798892	-0.15687210491072556	0.11010090550795039	3	2	BC18-T2	BC18-N
7	1672540	158450959	0.13721829517484999	0.07625580846164316	5	3	BC18-T2	BC18-N
8	565232	145742879	0.08213779644655517	0.2172610714902032	4	3	BC18-T2	BC18-N
9	422018	122204804	-0.4976052244468592	0.9088302358071276	2	1	BC18-T2	BC18-N
9	125767540	139566734	0.32478944158369893	0.971062419400155	5	NA	BC18-T2	BC18-N
10	1510070	134199067	-0.1463812998607983	0.17874270407526097	3	2	BC18-T2	BC18-N
11	532701	133495576	-0.21106659589119348	0.33787375287145643	3	2	BC18-T2	BC18-N
12	394650	133263825	-0.21282735922427162	0.19198979129392418	3	2	BC18-T2	BC18-N
13	21004738	111119077	-0.4559163046657772	0.8391145059779742	2	2	BC18-T2	BC18-N
14	20347539	105258987	0.1876018329207374	0.005010344123333084	4	2	BC18-T2	BC18-N
15	26216409	99861618	0.1889828335723292	0.3344072077487367	4	2	BC18-T2	BC18-N
16	115041	3929892	0.9289425688029668	0.046829237442130446	7	NA	BC18-T2	BC18-N
16	7032438	89883000	0.1712714565627073	0.9541579405134194	4	NA	BC18-T2	BC18-N
17	114669	8693643	-0.002853821780035737	1.1430749272217124	4	NA	BC18-T2	BC18-N
17	10379687	16042355	-1.0645686795815352	0.6548599194672058	1	1	BC18-T2	BC18-N
17	16046941	37884286	0.05903598923561901	0.9675913274424259	3	NA	BC18-T2	BC18-N
17	38487490	80783009	0.8131364414190798	1.4063165915329032	7	6	BC18-T2	BC18-N
18	724580	74387326	-0.032872462090800164	1.5600030042033173	4	3	BC18-T2	BC18-N
19	1207093	18758255	0.6482847998225381	1.9455671425428194	6	NA	BC18-T2	BC18-N
19	19256642	58288169	-0.019655907975547393	1.3378037736015367	4	NA	BC18-T2	BC18-N
20	1421974	60426113	0.09422324886205656	0.20224700170904222	3	2	BC18-T2	BC18-N
21	17798960	45658303	-0.04765149945599971	0.19325553128760223	3	2	BC18-T2	BC18-N
22	19053406	49370800	0.24942928955934515	1.1567785035797564	5	4	BC18-T2	BC18-N
23	3085464	149924738	0.09622247610814849	0.24588699554162025	3	2	BC18-T2	BC18-N
1	2488123	40365083	0.42203287805562995	-0.014179828595918636	3	NA	BC20-P1	BC20-N
1	40366648	245977996	0.011344899100641084	-0.007739179321120729	2	1	BC20-P1	BC20-N
2	4717038	113992078	-0.017615486133585025	9.054445805833795e-4	2	1	BC20-P1	BC20-N
2	113992346	120048729	0.6372580980819983	-0.035080097736277516	3	NA	BC20-P1	BC20-N
2	125301476	242800932	-0.1200433609970272	-0.006309949753944908	2	1	BC20-P1	BC20-N
3	1449872	194238390	-0.023025455365299208	0.006093024847203544	2	1	BC20-P1	BC20-N
4	1402650	190262485	-0.05866576292789086	0.014650889055443567	2	1	BC20-P1	BC20-N
5	218467	180058747	0.0040018923323216216	-0.001783759710980217	2	1	BC20-P1	BC20-N
6	393272	170798912	-0.09808431546202653	0.004345498103227434	2	1	BC20-P1	BC20-N
7	1672540	158450959	-0.07620112761854528	0.003221564822089557	2	1	BC20-P1	BC20-N
8	565219	145743037	-0.0058083169627621	0.003803296056143701	2	1	BC20-P1	BC20-N
9	421980	139566735	0.11023880065682617	0.0016439557712575666	2	1	BC20-P1	BC20-N
10	1510077	134199067	-0.07440123000342583	-0.002021952906249073	2	1	BC20-P1	BC20-N
11	532741	133495556	0.07887364351246079	1.9881669764710942e-4	2	1	BC20-P1	BC20-N
12	394648	133263825	-0.11767129402865512	0.0017212889722967328	2	1	BC20-P1	BC20-N
13	21004738	110429036	-0.03582048775365265	-0.001984634095542389	2	1	BC20-P1	BC20-N
13	110434476	111119077	-0.7662675293977463	5.94206104400849e-4	1	NA	BC20-P1	BC20-N
14	20347580	105906073	0.16774452438893972	0.0072066904554852936	2	1	BC20-P1	BC20-N
15	26216409	99861618	0.07676567616624794	-0.0037003932386753652	2	1	BC20-P1	BC20-N
16	115072	89883000	0.24513382549334242	0.0036987875304062604	2	1	BC20-P1	BC20-N
17	114669	80783046	0.15685266446955373	0.0037396705163477246	2	1	BC20-P1	BC20-N
18	724632	74387326	0.019754169010416073	-0.01127162762131698	2	NA	BC20-P1	BC20-N
19	1207112	58288184	0.2575357991760625	0.0011523082954999246	2	1	BC20-P1	BC20-N
20	1421932	60426133	0.11176249531129526	-0.007416981459789018	2	1	BC20-P1	BC20-N
21	17798960	45658322	0.06412384818183689	0.014751871475296675	2	1	BC20-P1	BC20-N
22	19053406	49370834	0.14599199971952445	-0.011289481729872106	2	1	BC20-P1	BC20-N
23	3085464	149924738	0.11161405333123198	-0.008442985793259195	2	1	BC20-P1	BC20-N
1	2488123	40363227	0.009351670306812165	0.3176919774480046	2	NA	BC20-T1	BC20-N
1	40363548	245977996	-0.340792717146542	0.5244676732778754	2	1	BC20-T1	BC20-N
2	4717038	227652100	-0.2950461201193549	0.3428599087427	2	1	BC20-T1	BC20-N
2	227659747	242800932	-0.8057806031002415	0.5436851952993553	1	1	BC20-T1	BC20-N
3	1449872	87348066	0.3963377350904532	0.07719130561241276	4	2	BC20-T1	BC20-N
3	88892641	194238390	0.11338980486525146	0.41172371525941076	2	1	BC20-T1	BC20-N
4	1402650	190262485	-0.4280377660442598	0.2986079396325334	2	1	BC20-T1	BC20-N
5	218467	52665299	-0.2926389236044643	0.3041289847371175	2	1	BC20-T1	BC20-N
5	53875500	86564614	-0.8204392119184434	-0.01534463386017663	1	1	BC20-T1	BC20-N
5	86564890	112676000	-0.38440134198292086	0.43826669325101425	2	NA	BC20-T1	BC20-N
5	116415244	142329140	0.5174899801084942	1.686750467841187	3	NA	BC20-T1	BC20-N
5	147496307	180058747	0.14765861308827688	1.262835486673562	2	1	BC20-T1	BC20-N
6	393272	46910415	-0.0016696999216505026	5.742280383961128e-4	2	1	BC20-T1	BC20-N
6	65096788	170798912	-0.4057655873640572	0.3461360994226738	2	1	BC20-T1	BC20-N
7	1672540	56749207	0.011856721686228311	-0.008325307944191052	2	1	BC20-T1	BC20-N
7	64721546	123382290	-0.9137318944257118	5.508041984771027	1	1	BC20-T1	BC20-N
7	124270574	128852186	2.3169073721460527	0	11	NA	BC20-T1	BC20-N
7	135681518	158450959	-0.23902053943391655	0.29079389961832053	2	NA	BC20-T1	BC20-N
8	565219	31397748	-0.9350704814208131	4.445458887319171	1	1	BC20-T1	BC20-N
8	36092421	38858431	1.9632145227624096	4.22351573290945	8	NA	BC20-T1	BC20-N
8	53901286	84050892	-0.13191800211453808	0.0320318074478427	2	NA	BC20-T1	BC20-N
8	86485306	104088071	1.1770311170673877	1.7449585138204615	5	NA	BC20-T1	BC20-N
8	109235849	145743037	0.07714112555819463	-0.01903777738285382	2	NA	BC20-T1	BC20-N
9	421980	100968598	-0.500248458948384	0.8696149118596569	1	1	BC20-T1	BC20-N
9	101867486	139566735	0.3780250700267116	7.979601501912072	2	NA	BC20-T1	BC20-N
10	1510077	134199067	-0.3805762225720867	0.2830025224784894	2	1	BC20-T1	BC20-N
11	532741	81185331	0.07181051280719708	0.04271175430934711	2	1	BC20-T1	BC20-N
11	83269191	133495556	-0.6678926057235377	5.688971212888955	0	0	BC20-T1	BC20-N
12	394648	133263825	0.027208786226449067	0.0026920974672037215	2	1	BC20-T1	BC20-N
13	21004738	111119077	-0.3087746280068684	0.4180095629585067	2	1	BC20-T1	BC20-N
14	20347580	105906073	-0.3256667123520477	0.2810150339197618	2	1	BC20-T1	BC20-N
15	26216409	99861618	-0.2676832128103067	0.3461335469922211	2	1	BC20-T1	BC20-N
16	115072	89883000	0.28306609623096524	-0.010962336178738505	2	1	BC20-T1	BC20-N
17	114669	80783046	0.2673914811024723	0.009554455540857421	2	1	BC20-T1	BC20-N
18	724632	74387326	-0.7624994946370532	-0.011308267950301881	1	1	BC20-T1	BC20-N
19	1207112	58288184	0.3345336977161375	0.0017963182646093484	2	1	BC20-T1	BC20-N
20	1421932	36031638	0.05235735401569608	0.005991422816975483	2	NA	BC20-T1	BC20-N
20	36971069	41956920	-0.7398160368747012	6.604117462600688	1	1	BC20-T1	BC20-N
20	48451129	60426133	2.223524867069534	3.763487688916275	10	NA	BC20-T1	BC20-N
21	17798960	45658322	0.08101821003520283	-0.0015088161378259384	2	1	BC20-T1	BC20-N
22	19053406	49370834	0.09112969874727384	6.937675463582224	2	2	BC20-T1	BC20-N
23	3085464	149924738	0.43664385852121657	0.22206284357156403	3	2	BC20-T1	BC20-N
1	2488123	40363227	0.22824644954665002	0.009712514854795275	3	NA	BC20-T2	BC20-N
1	40363548	245977996	-0.1460197318294409	0.039218959627199	2	1	BC20-T2	BC20-N
2	4717038	227652100	-0.2152029196765491	0.09922980963815607	2	1	BC20-T2	BC20-N
2	227659747	242800932	-0.821984798066739	0.13349164429208013	1	1	BC20-T2	BC20-N
3	1449872	194238390	-0.04455966058527078	0.022378872372388267	2	1	BC20-T2	BC20-N
4	1402650	190262485	-0.1248808344714405	-2.419576030144623e-4	2	1	BC20-T2	BC20-N
5	218467	14869915	-0.10001221204716937	0.06837941452549008	2	NA	BC20-T2	BC20-N
5	21760602	112676000	-0.3270454973075473	0.007783395849151937	2	1	BC20-T2	BC20-N
5	116415244	180058747	0.07513134710743524	0.41296097619023586	3	3	BC20-T2	BC20-N
6	393272	76598904	-0.003989953594076695	-0.005785766831523499	2	1	BC20-T2	BC20-N
6	79720868	170798912	-0.3172576721517419	0.03701282605046587	2	1	BC20-T2	BC20-N
7	1672540	56749207	-0.04076153214861811	0.026992400429328826	2	1	BC20-T2	BC20-N
7	64721546	123382290	-0.48575419645559537	0.48363371852959924	0	0	BC20-T2	BC20-N
7	124270574	135681518	1.5842369381170875	0.20822002557857258	10	NA	BC20-T2	BC20-N
7	139338129	158450959	-0.16489147064890342	0.10956265249197024	2	NA	BC20-T2	BC20-N
8	565219	31397748	-0.4752800326222873	0.22858886099029452	1	1	BC20-T2	BC20-N
8	36092421	38858431	1.2745247525115442	2.59571403968167	8	NA	BC20-T2	BC20-N
8	53901286	84050892	-0.10201735548469804	0.020179686009471617	2	NA	BC20-T2	BC20-N
8	86485306	104088071	0.6545719021318457	0.8274414756690756	4	NA	BC20-T2	BC20-N
8	109235849	145743037	-0.08469900014072146	0.0205734946797336	2	NA	BC20-T2	BC20-N
9	421980	110251498	-0.33102173069083274	0.23834938131259334	2	1	BC20-T2	BC20-N
9	113137400	139566735	0.40451034576011924	1.1645392720098007	3	NA	BC20-T2	BC20-N
10	1510077	134199067	-0.27200627548959533	0.07012727446534964	2	1	BC20-T2	BC20-N
11	532741	81185331	0.04060441651687108	0.01902540562341557	2	1	BC20-T2	BC20-N
11	83269191	133495556	-0.33376003731866477	0.3761119444655811	1	1	BC20-T2	BC20-N
12	394648	133263825	-0.05358854649128031	-9.305195817498879e-4	2	1	BC20-T2	BC20-N
13	21004738	111119077	-0.18045897442586445	0.006683753886714323	2	1	BC20-T2	BC20-N
14	20347580	105906073	-0.16394968284182787	0.07522558344059935	2	1	BC20-T2	BC20-N
15	26216409	99861618	-0.1535442338105052	0.03395302303659603	2	1	BC20-T2	BC20-N
16	115072	89883000	0.25302465825468523	2.7008452017204034e-4	4	2	BC20-T2	BC20-N
17	114669	80783046	0.26336682212992707	0.0041037961211335995	4	2	BC20-T2	BC20-N
18	724632	74387326	-0.16714079389191533	0.07926550394608338	2	NA	BC20-T2	BC20-N
19	1207112	58288184	0.2653364526538572	0.004190211639647955	4	2	BC20-T2	BC20-N
20	1421932	41759523	-0.11488602360094599	0.11710610277301564	2	NA	BC20-T2	BC20-N
20	41818289	60426133	1.4131006644481605	1.642174566907453	9	NA	BC20-T2	BC20-N
21	17798960	45658322	0.07441771629617236	-0.00135297255850801	2	1	BC20-T2	BC20-N
22	19053406	49370834	0.07826114554763408	0.6187673858152968	3	3	BC20-T2	BC20-N
23	3085464	149924738	0.13802035998004902	0.08847797935428445	2	1	BC20-T2	BC20-N
1	2488123	40365083	0.4428895078400781	0.04592353973547176	3	NA	BC21-P1	BC21-N
1	40366648	245977997	0.028040436764083743	-1.412160207489541e-4	2	1	BC21-P1	BC21-N
2	4717038	242800952	-0.08397352961879696	0.01668810493433634	2	1	BC21-P1	BC21-N
3	1449872	194238356	-0.06802445372604327	-8.620428147606677e-4	2	1	BC21-P1	BC21-N
4	1402650	190262486	-0.039963602810130505	-0.008333309842318424	2	1	BC21-P1	BC21-N
5	218467	180058765	-0.02333472758314703	0.010836217131832528	2	1	BC21-P1	BC21-N
6	393264	170798930	-0.06979301068183569	2.3311373793627149e-4	2	1	BC21-P1	BC21-N
7	1672550	158451009	-0.0543330827762464	0.02218856284214502	2	1	BC21-P1	BC21-N
8	565232	145742816	0.027676718730527086	0.0028351833503850706	2	1	BC21-P1	BC21-N
9	421980	139566776	0.14246863691625647	0.010311798022530665	2	1	BC21-P1	BC21-N
10	1510047	134199067	-0.02900787966764168	0.011181279690910722	2	1	BC21-P1	BC21-N
11	532700	133495556	0.01782362057448137	0.003361578730214401	2	1	BC21-P1	BC21-N
12	394782	133263825	-0.10703763534281674	0.006126924468949054	2	1	BC21-P1	BC21-N
13	21004757	111119077	-0.07444101770302675	0.01625718749405417	2	1	BC21-P1	BC21-N
14	20347539	105906024	0.0942678567270877	0.014723250887235353	2	1	BC21-P1	BC21-N
15	26216374	99861618	0.04736814262972465	0.005344802787707465	2	1	BC21-P1	BC21-N
16	115042	89883024	0.19788894590108203	-0.006960700697768396	2	1	BC21-P1	BC21-N
17	114669	80783009	0.21638165875607818	0.02265232492237882	2	1	BC21-P1	BC21-N
18	724632	74387299	0.009643607657248823	0.009206578126117278	2	1	BC21-P1	BC21-N
19	1207057	58288184	0.31381941095291505	0.002449892433848993	3	2	BC21-P1	BC21-N
20	345864	60426133	0.09832861233696844	-0.002592810839704816	2	NA	BC21-P1	BC21-N
21	17798960	45658392	-0.018096301262946007	0.0018001667199803572	2	NA	BC21-P1	BC21-N
22	19053406	49370864	0.1493349195813536	-0.011707926247672874	2	1	BC21-P1	BC21-N
23	3085464	149924738	-0.02506721328880257	-6.04588626774649e-4	2	1	BC21-P1	BC21-N
1	2488123	245977997	0.09130942288219196	0.033773235358388644	2	1	BC21-T2	BC21-N
2	4717038	242800952	-0.10586272626123111	0.10291835594679388	1	1	BC21-T2	BC21-N
3	1449872	194238356	-0.13183026751015456	0.07290093408630442	1	1	BC21-T2	BC21-N
4	1402650	190262486	-0.18376949323311564	0.004788394557259106	1	1	BC21-T2	BC21-N
5	218467	180058765	-0.12548205451321034	0.016288959365405163	1	1	BC21-T2	BC21-N
6	393264	6269298	-0.2103122221433903	-0.01249449978671253	1	1	BC21-T2	BC21-N
6	12518688	39190300	0.46697327038623526	0.04142150186594964	4	NA	BC21-T2	BC21-N
6	39338402	170798930	-0.2263365878830021	0.03515083201010581	1	1	BC21-T2	BC21-N
7	1672550	158451009	-0.05147726739951024	0.09983475664933811	2	1	BC21-T2	BC21-N
8	565232	145742816	-0.024724744394392557	0.058380494722530867	2	1	BC21-T2	BC21-N
9	421980	122204840	-0.21671764900143597	0.05466285772220122	1	1	BC21-T2	BC21-N
9	125767568	139566776	0.2699167154350116	-0.00484196461822628	3	NA	BC21-T2	BC21-N
10	1510047	134199067	0.030457388371956676	0.09404739855300981	2	1	BC21-T2	BC21-N
11	532700	133495556	-0.17806148797631327	0.034835764046400444	1	1	BC21-T2	BC21-N
12	394782	133263825	-0.008505233164447323	0.024202697306476246	2	1	BC21-T2	BC21-N
13	21004757	111119077	0.019473030713622753	0.022590605385296024	2	1	BC21-T2	BC21-N
14	20347539	105906024	-0.14787363977435997	0.03033250395511486	1	1	BC21-T2	BC21-N
15	26216374	99861618	-0.06445998571667846	0.007364822008526236	2	2	BC21-T2	BC21-N
16	115042	89883024	0.041236395349808844	-0.009230983262492625	2	2	BC21-T2	BC21-N
17	114669	21809394	0.006490977811241739	-0.01059253270059814	2	NA	BC21-T2	BC21-N
17	29483045	33446629	0.5806385936379073	0.27112275621815696	5	NA	BC21-T2	BC21-N
17	37618591	45356561	-4.409079580648366e-4	0.13231866288968733	2	NA	BC21-T2	BC21-N
17	47679304	64938342	0.6746233949123162	0.5544445925611017	6	NA	BC21-T2	BC21-N
17	66511639	80783009	0.18409824978921552	-8.968162979885838e-4	3	NA	BC21-T2	BC21-N
18	724632	74387299	-0.08188330379154951	0.04273455880772521	2	2	BC21-T2	BC21-N
19	1207057	18758255	0.4376362395444838	0.10455883500663532	4	NA	BC21-T2	BC21-N
19	19256812	58288184	-0.04626910904555533	0.04044242029314334	2	NA	BC21-T2	BC21-N
20	345864	60426133	-0.11321923952000046	-0.0012580680991750566	1	1	BC21-T2	BC21-N
21	17798960	45658392	-0.06789587102227945	-0.010216065644230573	2	NA	BC21-T2	BC21-N
22	19053406	49370864	0.14656126224725446	-0.01947261023909981	3	2	BC21-T2	BC21-N
23	3085464	149924738	-0.10906295524968943	0.038576203057805354	1	1	BC21-T2	BC21-N
1	2488123	245977996	0.15741772121895362	1.7522680191336986	4	4	BZ340691-T	JZ443616-N
2	4717089	242800994	-0.20251927489979327	0.6959124092810673	2	1	BZ340691-T	JZ443616-N
3	1449872	194238390	0.04423919084164582	2.560565520448324	4	4	BZ340691-T	JZ443616-N
4	1402693	55991476	-0.39720734240936806	3.4236080107363156	2	NA	BZ340691-T	JZ443616-N
4	62707653	166310721	0.2441417927906543	0.2737806364421114	5	4	BZ340691-T	JZ443616-N
4	173704182	190262486	-0.32821437171023726	3.398366206645188	2	NA	BZ340691-T	JZ443616-N
5	218502	44273673	0.30881477533478946	0.010407410120229655	4	NA	BZ340691-T	JZ443616-N
5	52665264	162712737	0.004636544797898067	4.967229633803897	2	2	BZ340691-T	JZ443616-N
5	170814950	180058765	0.4747818639476848	0.49061992386301667	6	NA	BZ340691-T	JZ443616-N
6	393175	46910415	-0.0296281035572043	5.78065030894741	3	2	BZ340691-T	JZ443616-N
6	65096806	119748259	-1.1199443707907857	2.0635339730334104	1	1	BZ340691-T	JZ443616-N
6	121788731	170798891	0.35996508043076425	5.889854603184274	3	NA	BZ340691-T	JZ443616-N
7	1672540	92244458	0.37775370374284123	0.08698492703642831	5	3	BZ340691-T	JZ443616-N
7	92247506	158450965	-0.5067157378802072	0.05418183434258001	2	1	BZ340691-T	JZ443616-N
8	565219	145742816	0.465014762827349	2.5509408625745644	3	3	BZ340691-T	JZ443616-N
9	421980	8389328	0.05701503884762116	0.381795414490298	3	NA	BZ340691-T	JZ443616-N
